cpu_load,ram_load,ram_kb,tokens,prompt_length,ttft_sec,stream_speed_tps
37,97,6213240,26,40,3.651714000000001,6.839135638472769
37,97,6206696,49,78,7.079777999999999,6.313033709023258
37,97,6206824,68,115,10.041485999999999,6.762320351004205
37,97,6212276,84,145,16.022512,4.178539023574919
37,97,6207632,96,169,16.802457999999998,4.482014516124514
37,97,7116348,117,198,18.880584,5.923624731791436
37,97,7114652,119,210,13.973173999999998,8.048175431287518
37,97,7111336,127,218,15.278459999999999,8.28280496211758
37,97,7110016,165,286,19.208707999999998,8.347279191700073
37,97,7114740,270,470,28.925268,9.102085962122512
43,1,7111424,26,40,5.446694000000002,4.174721738739491
43,1,7107064,49,78,8.70825,5.119664317193505
43,1,7107156,68,115,11.595788,5.296981499513145
43,1,7105708,84,145,12.120091999999998,6.508686384370474
43,1,7105468,96,169,15.95675,5.464182285121032
43,1,7106084,117,198,15.399426,7.2782376960458635
43,1,7110912,119,210,16.317652000000002,7.030524884808691
43,1,7107292,127,218,15.567476000000003,7.808921231350051
43,1,7238972,165,286,24.649618,5.91192521307116
43,1,7224448,270,470,30.062652000000003,8.72439913932187
43,7,7223856,26,40,4.915400000000001,4.955599732397614
43,7,7224484,49,78,10.902312000000002,3.6860341432076926
43,7,7227768,68,115,13.477777999999999,4.6579394234977975
43,7,7224092,84,145,13.274506,6.029713567070872
43,7,7221480,96,169,19.253348,3.582241931186625
43,7,7222264,117,198,16.303458,6.9162956793250645
43,7,7220784,119,210,20.3959,4.320733493527251
43,7,7217364,127,218,21.119074,6.011379019813884
43,7,7211448,165,286,20.370238,7.993260470323446
43,7,7206316,270,470,30.857343999999998,8.708755976786971
43,13,7208224,26,40,7.71077,2.9498692413730505
43,13,7207484,49,78,8.882106,5.212760411957008
43,13,7207116,68,115,12.937518,4.95474424047414
43,13,7205072,84,145,14.716604,5.382100287750148
43,13,7200932,96,169,15.763306,5.864647598823893
43,13,7197520,117,198,15.494170000000002,7.180138631907432
43,13,7200068,119,210,19.359489999999997,5.079524436994475
43,13,7202320,127,218,16.48455,7.329190897722007
43,13,7200100,165,286,22.317076,7.2855755759247485
43,13,7198540,270,470,30.797370000000004,8.517696776935088
43,19,7200172,26,40,11.609283999999999,1.3935235457241875
43,19,7198184,49,78,7.622564000000001,6.173103912236099
43,19,7198916,68,115,11.019384,5.744645441328162
43,19,7194840,84,145,16.007304,5.12030897407295
43,19,7198432,96,169,13.485779999999998,6.883960801579869
43,19,7194956,117,198,16.817872,6.743935645561799
43,19,7197524,119,210,15.447696,7.253563236747161
43,19,7198680,127,218,15.700836,8.004063795539656
43,19,7193360,165,286,21.055928,7.311538449608212
43,19,7191560,270,470,31.899206,8.228147639786323
43,25,7194872,26,40,5.029092,4.814788065992226
43,25,7191304,49,78,12.79005,3.6882815016875767
43,25,7195436,68,115,14.285737999999997,3.8069559803919373
43,25,7191352,84,145,12.943700000000002,6.29403954455131
43,25,7192304,96,169,16.981382,5.328741734205693
